https://filedn.com/laMtL9jmKf7JrDEQG0A6OPy/html/課堂加分-加強版.html,課堂加扣分系統V2版，可以本機儲存了!介面也大大的優化了。
https://filedn.com/laMtL9jmKf7JrDEQG0A6OPy/html/game/snake_game/貪吃蛇遊戲生成器V3.2.html,語文貪吃蛇遊戲生成器，按r可手動輸入題目，成語及解釋用半形，或tab隔開
https://filedn.com/laMtL9jmKf7JrDEQG0A6OPy/html/schoolCal_V2.html,主任們學期初在編排學校行事曆的小工具V2版，支援設定文字粗體、紅、藍色
https://filedn.com/laMtL9jmKf7JrDEQG0A6OPy/html/schoolCal.html,主任們學期初在編排學校行事曆的小工具
https://filedn.com/laMtL9jmKf7JrDEQG0A6OPy/html/hwandcheck2.html,教師檢核作業好幫手V2版，可本機自動儲存版本
https://filedn.com/laMtL9jmKf7JrDEQG0A6OPy/html/paint.html,可配合平板或智慧黑板使用
https://filedn.com/laMtL9jmKf7JrDEQG0A6OPy/html/md2pptX.html,markdown格式心智圖直接進行線上簡報的小工具，更新美化版
https://filedn.com/laMtL9jmKf7JrDEQG0A6OPy/html/hwandcheck.html,教師檢核作業好幫手，可印出手寫版
https://filedn.com/laMtL9jmKf7JrDEQG0A6OPy/html/hwcheck.html,作業檢核表當天使用版
https://filedn.com/laMtL9jmKf7JrDEQG0A6OPy/html/type.html,中打練習用
https://filedn.com/laMtL9jmKf7JrDEQG0A6OPy/html/生字筆順學習單生成器.html,快速把課本生字轉成筆順學習單的小工具
https://filedn.com/laMtL9jmKf7JrDEQG0A6OPy/html/短網址加Qrcode.html,短網址及qrcode生成
https://filedn.com/laMtL9jmKf7JrDEQG0A6OPy/html/碼錶_claude.html,可生成數個碼錶，使用claude.ai生成
https://filedn.com/laMtL9jmKf7JrDEQG0A6OPy/html/課堂加分index.html,課堂加扣分系統
https://filedn.com/laMtL9jmKf7JrDEQG0A6OPy/html/iphone碼錶-claude.html,仿iphone碼錶功能，有三種配色，支援匯出